title,year,country,genres,director,cast,overview
The Muppet Christmas Carol,1992,"['United Kingdom', 'United States of America']","['Music', 'Comedy', 'Family', 'Fantasy', 'Drama']",Brian Henson,"['Michael Caine', 'Dave Goelz', 'Steve Whitmire', 'Jerry Nelson', 'Frank Oz']","A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future."
Twin Peaks: Fire Walk with Me,1992,['United States of America'],"['Drama', 'Mystery', 'Horror']",David Lynch,"['Sheryl Lee', 'Ray Wise', 'Mädchen Amick', 'Dana Ashbrook', 'Phoebe Augustine']","In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate."
The Last of the Mohicans,1992,['United States of America'],"['Action', 'History', 'Romance', 'War']",Michael Mann,"['Daniel Day-Lewis', 'Madeleine Stowe', 'Jodhi May', 'Russell Means', 'Wes Studi']","In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue."
Braindead,1992,['New Zealand'],"['Horror', 'Comedy']",Peter Jackson,"['Timothy Balme', 'Diana Peñalver', 'Elizabeth Moody', 'Ian Watkin', 'Brenda Kendall']","When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control."
Glengarry Glen Ross,1992,['United States of America'],"['Crime', 'Drama', 'Mystery']",James Foley,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin', 'Ed Harris']","Times are tough at Premiere Properties. Shelley ""the machine"" Levene and Dave Moss are veteran salesmen, but only Ricky Roma is on a hot streak. The new Glengarry sales leads could turn everything around, but the front office is holding them back until these ""losers"" prove themselves. Then someone decides to take matters into his own hands, stealing the Glengarry leads and leaving everyone wondering who did it."
Army of Darkness,1992,['United States of America'],"['Fantasy', 'Horror', 'Comedy']",Sam Raimi,"['Bruce Campbell', 'Embeth Davidtz', 'Marcus Gilbert', 'Ian Abercrombie', 'Richard Grove']","Ash, a handsome, shotgun-toting, chainsaw-armed department store clerk, is time warped backwards into England's Dark Ages, where he romances a beauty and faces legions of the undead."
A League of Their Own,1992,['United States of America'],"['Comedy', 'Drama']",Penny Marshall,"['Tom Hanks', 'Geena Davis', 'Lori Petty', 'Madonna', ""Rosie O'Donnell""]","As America's stock of athletic young men is depleted during World War II, a professional all-female baseball league springs up in the Midwest, funded by publicity-hungry candy maker Walter Harvey. Competitive sisters Dottie Hinson and Kit Keller spar with each other, scout Ernie Capadino and grumpy has-been coach Jimmy Dugan on their way to fame."
A River Runs Through It,1992,"['United Kingdom', 'United States of America']","['Drama', 'Family']",Robert Redford,"['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt', 'Brenda Blethyn', 'Emily Lloyd']","The Maclean brothers, Paul and Norman, live a relatively idyllic life in rural Montana, spending much of their time fly fishing. The sons of a minister, the boys eventually part company when Norman moves east to attend college, leaving his rebellious brother to find trouble back home. When Norman finally returns, the siblings resume their fishing outings, and assess where they've been and where they're going."
Batman Returns,1992,['United States of America'],"['Action', 'Fantasy']",Tim Burton,"['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer', 'Christopher Walken', 'Michael Gough']","The monstrous Penguin, who dwells in the sewers beneath Gotham, joins up with corrupt mayoral candidate Max Shreck to topple the Batman once and for all. But when Shreck's timid assistant Selina Kyle finds out, and Shreck tries to kill her, she's transformed into the sexy Catwoman. She teams up with the Penguin and Shreck to destroy Batman, but sparks fly unexpectedly when she confronts the caped crusader."
Basic Instinct,1992,"['United States of America', 'France']","['Thriller', 'Mystery']",Paul Verhoeven,"['Michael Douglas', 'Sharon Stone', 'George Dzundza', 'Jeanne Tripplehorn', 'Denis Arndt']","Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story."
Sister Act,1992,['United States of America'],"['Music', 'Comedy']",Emile Ardolino,"['Whoopi Goldberg', 'Maggie Smith', 'Kathy Najimy', 'Wendy Makkena', 'Mary Wickes']","A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the mob's hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV—and identification by the mob."
Death Becomes Her,1992,['United States of America'],"['Comedy', 'Fantasy', 'Horror']",Robert Zemeckis,"['Meryl Streep', 'Goldie Hawn', 'Bruce Willis', 'Isabella Rossellini', 'Ian Ogilvy']","Madeline is married to Ernest, who was once her arch-rival Helen's fiancé. After recovering from a mental breakdown, Helen vows to kill Madeline and steal back Ernest. Unfortunately for everyone, the introduction of a magic potion causes things to be a great deal more complicated than a mere murder plot."
Far and Away,1992,['United States of America'],"['Adventure', 'Drama', 'Romance', 'Western']",Ron Howard,"['Tom Cruise', 'Nicole Kidman', 'Thomas Gibson', 'Robert Prosky', 'Barbara Babcock']","A young couple escapes Ireland, dreaming of a new life during the land giveaway in Oklahoma. As they struggle to survive against betrayal and harsh winter conditions, they must fend off her parents who are determined to bring her back home."
Home Alone 2: Lost in New York,1992,['United States of America'],"['Comedy', 'Family', 'Adventure']",Chris Columbus,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern', ""Catherine O'Hara"", 'John Heard']","Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve."
Lethal Weapon 3,1992,['United States of America'],"['Action', 'Comedy', 'Thriller', 'Crime']",Richard Donner,"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo', 'Stuart Wilson']",Riggs and Murtaugh pursue a former officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.
The Bodyguard,1992,['United States of America'],"['Action', 'Drama', 'Romance']",Mick Jackson,"['Kevin Costner', 'Whitney Houston', 'Gary Kemp', 'Bill Cobbs', 'Ralph Waite']","A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance."
Wayne's World,1992,['United States of America'],['Comedy'],Penelope Spheeris,"['Mike Myers', 'Dana Carvey', 'Rob Lowe', 'Tia Carrere', 'Lara Flynn Boyle']","The adventures of two amiably aimless metal-head friends, Wayne and Garth. From Wayne's basement, the pair broadcast a talk-show called ""Wayne's World"" on local public access television. The show comes to the attention of a sleazy network executive who wants to produce a big-budget version of ""Wayne's World""—and he also wants Wayne's girlfriend, a rock singer named Cassandra. Wayne and Garth have to battle the executive not only to save their show, but also Cassandra."
Patriot Games,1992,['United States of America'],"['Drama', 'Action', 'Thriller', 'Crime']",Phillip Noyce,"['Harrison Ford', 'Anne Archer', 'Thora Birch', 'Sean Bean', 'Patrick Bergin']","When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge."
Candyman,1992,['United States of America'],"['Drama', 'Horror', 'Thriller']",Bernard Rose,"['Virginia Madsen', 'Tony Todd', 'Xander Berkeley', 'Kasi Lemmons', 'Vanessa Williams']","The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth."
White Men Can't Jump,1992,['United States of America'],"['Comedy', 'Drama']",Ron Shelton,"['Woody Harrelson', 'Wesley Snipes', 'Rosie Perez', 'Tyra Ferrell', 'Cylk Cozart']","Two street basketball hustlers try to con each other, then team up for a bigger score."
Dragon Ball Z: The Return of Cooler,1992,['Japan'],"['Action', 'Animation', 'Science Fiction']",Daisuke Nishio,"['Masako Nozawa', 'Toshio Furukawa', 'Mayumi Tanaka', 'Ryo Horikawa', 'Kohei Miyauchi']",Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.
Alien³,1992,['United States of America'],"['Science Fiction', 'Action', 'Horror']",David Fincher,"['Sigourney Weaver', 'Charles S. Dutton', 'Charles Dance', 'Paul McGann', 'Brian Glover']","After escaping with Newt and Hicks from the alien planet, Ripley crash lands on Fiorina 161, a prison planet and host to a correctional facility. Unfortunately, although Newt and Hicks do not survive the crash, a more unwelcome visitor does. The prison does not allow weapons of any kind, and with aid being a long time away, the prisoners must simply survive in any way they can."
Universal Soldier,1992,['United States of America'],"['Thriller', 'Action', 'Science Fiction', 'Crime']",Roland Emmerich,"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Ally Walker', ""Ed O'Ross"", 'Ralf Moeller']","An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past."
Under Siege,1992,"['France', 'United States of America']","['Action', 'Thriller']",Andrew Davis,"['Steven Seagal', 'Tommy Lee Jones', 'Gary Busey', 'Erika Eleniak', 'Colm Meaney']","A disgruntled ex-CIA operative, his assistant and their assembled group of terrorists seize a battleship with nuclear blackmail in mind. They've planned for every contingency but ignore the ship's cook, former Navy SEAL Casey Ryback—an error that could be fatal."
Passenger 57,1992,['United States of America'],"['Action', 'Adventure', 'Thriller']",Kevin Hooks,"['Wesley Snipes', 'Bruce Payne', 'Tom Sizemore', 'Alex Datcher', 'Bruce Greenwood']","Airline security specialist John Cutter, finally returning to the job after his wife's death, finds himself stuck on a flight being hijacked by notorious terrorist Charles Rane. Unfortunately for the terrorists, they're also stuck with him."
Beethoven,1992,['United States of America'],"['Family', 'Comedy']",Brian Levant,"['Charles Grodin', 'Bonnie Hunt', 'Dean Jones', 'Nicholle Tom', 'Christopher Castile']","The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list."
